buy_recency_hours,items_pv_ranking,interest_depth,view_not_buy_rate_y,buy_count_x,item_category,hesitation_buying_rate,total_buy,uv,last7day_pv,peak_view_hour_x,afternoon_active_rate,night_active_rate,users_count,peak_buy_hour_x,last_1day_pv,peak_buy_hour_y,activity_growth_rate,popularity_growth_rate,cart_not_buy_rate_y,cart_count_x,favorite_count_x,buy_recency,last_7day_pv,cart_rate_y,morning_active_rate,cart_not_buy_rate_x
704.0,106254.0,15.0,0.0,1.0,5689,428.1666666666667,6.0,1.0,0.0,15,0.4432556362246848,0.1608712265953381,3990.0,15,101.0,13.0,0.5614678899082569,0.0,0.0,0.0,0.0,29.0,545.0,0.0,0.3958731371799771,0.0
704.0,0.0,1.0,0.0,1.0,8869,58.63636363636363,110.0,1.0,0.0,0,0.4563318777292576,0.3410480349344978,200.0,15,200.0,14.0,0.3176567656765676,0.0,0.0,0.0,0.0,2.0,1212.0,0.0,0.2026200873362445,0.6236559139784946
342.0,57421.0,4.6,0.6,2.0,8777,46.84615384615385,13.0,5.0,0.0,17,0.7508038585209004,0.0337620578778135,32.0,16,0.0,16.0,0.2615384615384615,0.0,0.0,0.0,0.0,34.0,260.0,0.0,0.2154340836012861,0.0
487.0,73288.0,23.0,0.0,2.0,1346,41.04,25.0,1.0,0.0,10,0.4973309608540925,0.1227758007117437,393.0,16,21.0,18.0,0.461734693877551,0.0,0.0,2.0,1.0,35.0,392.0,0.1111111111111111,0.3798932384341637,0.4594594594594595
133.0,53288.0,6.25,0.5,2.0,1346,41.04,25.0,4.0,12.0,10,0.4973309608540925,0.1227758007117437,393.0,10,21.0,18.0,0.461734693877551,0.1666666666666666,0.0,1.0,0.0,35.0,392.0,0.0454545454545454,0.3798932384341637,0.4594594594594595
702.0,1163594.0,3.0,0.0,1.0,10894,67.0909090909091,22.0,1.0,0.0,17,0.4672131147540984,0.2093316519546027,4472.0,17,67.0,10.0,0.3174872665534805,0.0,0.0,0.0,0.0,56.0,589.0,0.0,0.3234552332912989,0.4
702.0,196508.0,10.0,0.0,1.0,5503,67.0909090909091,22.0,1.0,5.0,22,0.4672131147540984,0.2093316519546027,3241.0,17,67.0,13.0,0.3174872665534805,0.0,0.0,0.0,0.0,56.0,589.0,0.0,0.3234552332912989,0.4
700.0,10313.0,3.05,0.95,1.0,2825,116.36363636363636,11.0,20.0,2.0,21,0.3424153166421207,0.1229749631811487,4518.0,19,0.0,0.0,0.4134078212290503,0.0,1.0,4.0,1.0,123.0,179.0,0.0727272727272727,0.5346097201767305,1.0
698.0,196508.0,5.0,0.5,1.0,5454,116.36363636363636,11.0,2.0,0.0,21,0.3424153166421207,0.1229749631811487,882.0,21,0.0,21.0,0.4134078212290503,0.0,0.0,0.0,0.0,123.0,179.0,0.0,0.5346097201767305,1.0
698.0,79874.0,7.333333333333333,0.6666666666666666,2.0,6255,58.63636363636363,110.0,3.0,1.0,21,0.4563318777292576,0.3410480349344978,3088.0,21,200.0,22.0,0.3176567656765676,0.0,0.5,2.0,1.0,2.0,1212.0,0.1176470588235294,0.2026200873362445,0.6236559139784946
697.0,1163594.0,4.0,0.0,1.0,552,36.82608695652174,23.0,1.0,0.0,22,0.3793103448275862,0.3521421107628004,3333.0,22,15.0,21.0,0.174074074074074,0.0,0.0,1.0,0.0,14.0,270.0,0.5,0.2685475444096133,0.5714285714285714
697.0,1163594.0,4.0,0.0,1.0,11552,36.82608695652174,23.0,1.0,0.0,22,0.3793103448275862,0.3521421107628004,3913.0,22,15.0,21.0,0.174074074074074,0.0,0.0,1.0,0.0,14.0,270.0,0.5,0.2685475444096133,0.5714285714285714
697.0,327588.0,9.0,0.0,1.0,9354,36.82608695652174,23.0,1.0,0.0,22,0.3793103448275862,0.3521421107628004,242.0,22,15.0,22.0,0.174074074074074,0.0,0.0,1.0,1.0,14.0,270.0,0.1666666666666666,0.2685475444096133,0.5714285714285714
697.0,271899.0,9.0,0.0,1.0,2901,36.82608695652174,23.0,1.0,0.0,14,0.3793103448275862,0.3521421107628004,978.0,22,15.0,10.0,0.174074074074074,0.0,0.0,1.0,0.0,14.0,270.0,0.1428571428571428,0.2685475444096133,0.5714285714285714
697.0,53288.0,3.7142857142857144,0.8571428571428571,1.0,3879,36.82608695652174,23.0,7.0,6.0,14,0.3793103448275862,0.3521421107628004,433.0,22,15.0,22.0,0.174074074074074,0.0,0.0,1.0,2.0,14.0,270.0,0.0454545454545454,0.2685475444096133,0.5714285714285714
696.0,43268.0,2.6,0.9,1.0,4076,41.0,7.0,10.0,5.0,23,0.1587837837837837,0.4493243243243243,491.0,23,23.0,13.0,1.0,0.6,0.0,0.0,0.0,53.0,46.0,0.0,0.3918918918918919,1.0
687.0,2068424.0,4.0,0.0,2.0,7299,50.72222222222222,36.0,1.0,0.0,8,0.5083459787556904,0.2959028831562974,559.0,8,28.0,21.0,0.6689895470383276,0.0,0.0,1.0,0.0,34.0,287.0,1.0,0.1957511380880121,0.875
687.0,1163594.0,3.0,0.0,1.0,7299,50.72222222222222,36.0,1.0,0.0,8,0.5083459787556904,0.2959028831562974,559.0,8,28.0,21.0,0.6689895470383276,0.0,0.0,0.0,0.0,34.0,287.0,0.0,0.1957511380880121,0.875
687.0,1163594.0,3.0,0.0,1.0,11489,50.72222222222222,36.0,1.0,0.0,22,0.5083459787556904,0.2959028831562974,698.0,8,28.0,20.0,0.6689895470383276,0.0,0.0,0.0,0.0,34.0,287.0,0.0,0.1957511380880121,0.875
685.0,17390.0,2.75,0.9375,1.0,11552,72.75,4.0,16.0,8.0,23,0.4966887417218543,0.3543046357615894,3913.0,10,0.0,21.0,0.2678571428571428,0.125,0.0,0.0,1.0,121.0,224.0,0.0,0.1490066225165563,0.0
685.0,49559.0,25.0,0.0,1.0,5027,604.8333333333334,6.0,1.0,0.0,2,0.4330218068535825,0.2206645898234683,5443.0,10,57.0,10.0,0.4860853432282003,0.0,0.0,1.0,0.0,36.0,539.0,0.0434782608695652,0.3463136033229491,0.9504950495049505
685.0,758456.0,4.0,0.0,1.0,12368,116.36363636363636,11.0,1.0,0.0,10,0.3424153166421207,0.1229749631811487,674.0,10,0.0,9.0,0.4134078212290503,0.0,0.0,0.0,0.0,123.0,179.0,0.0,0.5346097201767305,1.0
684.0,28426.0,3.0833333333333335,0.9166666666666666,1.0,14061,71.8,5.0,12.0,20.0,6,0.3456464379947229,0.1978891820580474,258.0,11,0.0,11.0,0.0,0.7,0.6666666666666666,4.0,0.0,573.0,0.0,0.125,0.4564643799472295,0.6153846153846154
684.0,11069.0,3.375,0.9375,1.0,1483,98.13333333333334,15.0,16.0,0.0,22,0.5246338215712384,0.1904127829560586,854.0,11,112.0,23.0,0.445910290237467,0.0,0.0,0.0,0.0,109.0,379.0,0.0,0.284953395472703,0.3333333333333333
682.0,46235.0,5.0,0.8333333333333334,2.0,12569,58.63636363636363,110.0,6.0,10.0,13,0.4563318777292576,0.3410480349344978,1535.0,13,200.0,16.0,0.3176567656765676,0.8,0.5,3.0,1.0,2.0,1212.0,0.125,0.2026200873362445,0.6236559139784946
682.0,170590.0,14.0,0.0,1.0,9053,111.77272727272728,22.0,1.0,0.0,1,0.3664450527962456,0.516229956980837,1116.0,13,32.0,10.0,0.3578826237054085,0.0,0.0,2.0,1.0,99.0,869.0,0.2,0.1173249902229174,0.5957446808510638
682.0,196508.0,12.0,0.0,1.0,10726,111.77272727272728,22.0,1.0,1.0,1,0.3664450527962456,0.516229956980837,97.0,13,32.0,10.0,0.3578826237054085,0.0,0.0,2.0,0.0,99.0,869.0,0.2222222222222222,0.1173249902229174,0.5957446808510638
61.0,4674.0,3.8260869565217392,0.9130434782608696,2.0,12630,171.7,10.0,23.0,38.0,21,0.4914600550964187,0.0688705234159779,1066.0,10,78.0,12.0,0.5851528384279476,0.3947368421052631,0.3333333333333333,3.0,2.0,99.0,229.0,0.037037037037037,0.4396694214876033,0.9142857142857144
682.0,79874.0,4.8,0.8,3.0,12569,58.63636363636363,110.0,5.0,3.0,7,0.4563318777292576,0.3410480349344978,1535.0,13,200.0,16.0,0.3176567656765676,0.3333333333333333,0.0,3.0,1.0,2.0,1212.0,0.1764705882352941,0.2026200873362445,0.6236559139784946
682.0,149866.0,14.0,0.0,1.0,9053,111.77272727272728,22.0,1.0,1.0,1,0.3664450527962456,0.516229956980837,1116.0,13,32.0,10.0,0.3578826237054085,0.0,0.0,2.0,0.0,99.0,869.0,0.1818181818181818,0.1173249902229174,0.5957446808510638
681.0,12396.0,3.25,0.9375,1.0,1083,604.8333333333334,6.0,16.0,5.0,20,0.4330218068535825,0.2206645898234683,3399.0,14,57.0,13.0,0.4860853432282003,0.0,0.0,1.0,0.0,36.0,539.0,0.02,0.3463136033229491,0.9504950495049505
681.0,327588.0,7.0,0.0,1.0,13515,61.2,25.0,1.0,0.0,14,0.2169751116783663,0.629865985960434,534.0,14,8.0,22.0,0.1120162932790224,0.0,0.0,0.0,0.0,84.0,491.0,0.0,0.1531589023611997,0.5
679.0,170590.0,12.0,0.0,1.0,9517,50.72222222222222,36.0,1.0,0.0,16,0.5083459787556904,0.2959028831562974,2231.0,16,28.0,22.0,0.6689895470383276,0.0,0.0,1.0,0.0,34.0,287.0,0.1,0.1957511380880121,0.875
678.0,5483.0,3.1666666666666665,0.9583333333333334,1.0,11520,74.3076923076923,13.0,24.0,0.0,18,0.5262116716122651,0.2215628090999011,697.0,17,8.0,17.0,0.2475,0.0,0.0,0.0,0.0,27.0,400.0,0.0,0.2522255192878338,0.9310344827586208
678.0,149866.0,6.5,0.5,1.0,7917,55.611111111111114,18.0,2.0,0.0,10,0.3944444444444444,0.1907407407407407,564.0,17,9.0,15.0,0.3215434083601286,0.0,0.0,0.0,1.0,47.0,311.0,0.0,0.4148148148148148,0.7678571428571429
31.0,3713.0,3.586206896551724,0.896551724137931,5.0,9807,50.72222222222222,36.0,29.0,14.0,16,0.5083459787556904,0.2959028831562974,1258.0,19,28.0,20.0,0.6689895470383276,0.7857142857142857,0.75,6.0,3.0,34.0,287.0,0.0666666666666666,0.1957511380880121,0.875
676.0,1163594.0,1.5,1.0,1.0,3925,54.9,10.0,2.0,0.0,14,0.4577464788732394,0.4014084507042254,371.0,19,0.0,20.0,0.4615384615384615,0.0,0.0,0.0,0.0,76.0,130.0,0.0,0.1408450704225352,0.0
143.0,40457.0,3.875,0.75,2.0,9807,50.72222222222222,36.0,8.0,8.0,22,0.5083459787556904,0.2959028831562974,1258.0,0,28.0,20.0,0.6689895470383276,0.375,0.3333333333333333,3.0,0.0,34.0,287.0,0.1153846153846153,0.1957511380880121,0.875
676.0,2068424.0,3.0,0.0,1.0,512,50.72222222222222,36.0,1.0,0.0,19,0.5083459787556904,0.2959028831562974,335.0,19,28.0,16.0,0.6689895470383276,0.0,0.0,1.0,0.0,34.0,287.0,1.0,0.1957511380880121,0.875
676.0,11069.0,3.3529411764705883,0.9411764705882352,2.0,150,54.9,10.0,17.0,2.0,18,0.4577464788732394,0.4014084507042254,485.0,19,0.0,15.0,0.4615384615384615,1.0,0.5,2.0,0.0,76.0,130.0,0.0377358490566037,0.1408450704225352,0.0
676.0,228538.0,5.0,0.5,1.0,512,50.72222222222222,36.0,2.0,2.0,19,0.5083459787556904,0.2959028831562974,335.0,19,28.0,16.0,0.6689895470383276,0.0,0.0,1.0,0.0,34.0,287.0,0.125,0.1957511380880121,0.875
410.0,1318.0,3.125,0.9583333333333334,2.0,3064,65.52941176470588,17.0,48.0,32.0,21,0.4040574809805579,0.2586644125105664,1964.0,19,12.0,13.0,0.2333333333333333,0.3125,0.8333333333333334,7.0,1.0,56.0,270.0,0.05,0.3372781065088757,0.782608695652174
676.0,33670.0,10.666666666666666,0.6666666666666666,1.0,3064,65.52941176470588,17.0,3.0,10.0,21,0.4040574809805579,0.2586644125105664,1964.0,19,12.0,13.0,0.2333333333333333,1.0,0.0,0.0,2.0,56.0,270.0,0.0,0.3372781065088757,0.782608695652174
84.0,1347.0,2.727272727272727,0.9272727272727272,4.0,12097,732.5,2.0,55.0,45.0,10,0.6370510396975425,0.277882797731569,388.0,19,54.0,21.0,0.3509933774834437,0.4222222222222222,0.3333333333333333,3.0,4.0,51.0,453.0,0.0215827338129496,0.0850661625708884,0.8947368421052632
675.0,414002.0,7.0,0.0,1.0,5689,604.8333333333334,6.0,1.0,0.0,14,0.4330218068535825,0.2206645898234683,3990.0,20,57.0,13.0,0.4860853432282003,0.0,0.0,1.0,0.0,36.0,539.0,0.2,0.3463136033229491,0.9504950495049505
674.0,527651.0,6.0,0.0,1.0,6327,58.63636363636363,110.0,1.0,0.0,21,0.4563318777292576,0.3410480349344978,1308.0,21,200.0,22.0,0.3176567656765676,0.0,0.0,1.0,0.0,2.0,1212.0,0.25,0.2026200873362445,0.6236559139784946
673.0,170590.0,11.0,0.0,1.0,758,41.54545454545455,55.0,1.0,0.0,22,0.4941319303925536,0.1683528935653581,134.0,22,31.0,22.0,0.4703087885985748,0.0,0.0,0.0,0.0,120.0,421.0,0.0,0.3375151760420882,0.6229508196721312
268.0,14569.0,5.2727272727272725,0.7272727272727273,6.0,758,41.54545454545455,55.0,11.0,1.0,22,0.4941319303925536,0.1683528935653581,134.0,16,31.0,22.0,0.4703087885985748,1.0,0.3333333333333333,5.0,1.0,120.0,421.0,0.108695652173913,0.3375151760420882,0.6229508196721312
143.0,3124.0,3.6206896551724137,0.9310344827586208,3.0,9517,41.54545454545455,55.0,29.0,6.0,10,0.4941319303925536,0.1683528935653581,2231.0,0,31.0,22.0,0.4703087885985748,0.0,0.6666666666666666,3.0,2.0,120.0,421.0,0.0309278350515463,0.3375151760420882,0.6229508196721312
660.0,19925.0,10.75,0.75,1.0,11279,604.8333333333334,6.0,4.0,0.0,11,0.4330218068535825,0.2206645898234683,4652.0,11,57.0,21.0,0.4860853432282003,0.0,0.0,3.0,0.0,36.0,539.0,0.0769230769230769,0.3463136033229491,0.9504950495049505
659.0,10686.0,3.5625,0.9375,1.0,3074,201.2,5.0,16.0,0.0,1,0.4443359375,0.478515625,507.0,12,0.0,12.0,0.7608695652173914,0.0,1.0,2.0,0.0,565.0,46.0,0.037037037037037,0.0771484375,1.0
658.0,228538.0,11.0,0.0,1.0,3833,98.13333333333334,15.0,1.0,0.0,13,0.5246338215712384,0.1904127829560586,452.0,13,112.0,15.0,0.445910290237467,0.0,0.0,2.0,0.0,109.0,379.0,0.25,0.284953395472703,0.3333333333333333
658.0,414002.0,8.0,0.0,1.0,3833,98.13333333333334,15.0,1.0,0.0,13,0.5246338215712384,0.1904127829560586,452.0,13,112.0,15.0,0.445910290237467,0.0,0.0,2.0,0.0,109.0,379.0,0.4,0.284953395472703,0.3333333333333333
657.0,106254.0,2.5,0.8333333333333334,1.0,414,41.54545454545455,55.0,6.0,0.0,14,0.4941319303925536,0.1683528935653581,96.0,14,31.0,16.0,0.4703087885985748,0.0,0.0,0.0,0.0,120.0,421.0,0.0,0.3375151760420882,0.6229508196721312
656.0,53288.0,8.0,0.6666666666666666,1.0,446,48.23076923076923,26.0,3.0,1.0,18,0.5863636363636363,0.0825757575757575,1506.0,15,42.0,0.0,0.7419354838709677,1.0,1.0,1.0,0.0,13.0,217.0,0.0454545454545454,0.331060606060606,0.4864864864864865
656.0,30040.0,4.25,0.875,1.0,10715,65.52941176470588,17.0,8.0,0.0,14,0.4040574809805579,0.2586644125105664,82.0,15,12.0,15.0,0.2333333333333333,0.0,0.0,2.0,0.0,56.0,270.0,0.064516129032258,0.3372781065088757,0.782608695652174
656.0,170590.0,4.0,0.6666666666666666,1.0,10715,65.52941176470588,17.0,3.0,0.0,15,0.4040574809805579,0.2586644125105664,82.0,15,12.0,15.0,0.2333333333333333,0.0,0.0,1.0,0.0,56.0,270.0,0.1,0.3372781065088757,0.782608695652174
656.0,414002.0,6.0,0.0,1.0,2160,64.8,15.0,1.0,0.0,15,0.2987927565392354,0.4507042253521127,152.0,15,9.0,18.0,0.59375,0.0,0.0,0.0,0.0,216.0,96.0,0.0,0.2505030181086519,0.8571428571428571
628.0,4674.0,3.0714285714285716,0.8928571428571429,3.0,6344,41.54545454545455,55.0,28.0,0.0,8,0.4941319303925536,0.1683528935653581,4094.0,13,31.0,20.0,0.4703087885985748,0.0,1.0,1.0,1.0,120.0,421.0,0.0123456790123456,0.3375151760420882,0.6229508196721312
652.0,43268.0,2.5454545454545454,0.9090909090909092,1.0,9541,55.611111111111114,18.0,11.0,3.0,18,0.3944444444444444,0.1907407407407407,1795.0,19,9.0,13.0,0.3215434083601286,1.0,0.5,2.0,0.0,47.0,311.0,0.08,0.4148148148148148,0.7678571428571429
651.0,228538.0,10.0,0.0,1.0,5388,71.8,5.0,1.0,0.0,17,0.3456464379947229,0.1978891820580474,897.0,20,0.0,9.0,0.0,0.0,0.0,1.0,0.0,573.0,0.0,0.125,0.4564643799472295,0.6153846153846154
651.0,79874.0,4.75,0.75,1.0,10703,72.75,4.0,4.0,3.0,20,0.4966887417218543,0.3543046357615894,1508.0,20,0.0,21.0,0.2678571428571428,0.6666666666666666,0.0,0.0,1.0,121.0,224.0,0.0,0.1490066225165563,0.0
650.0,17390.0,14.666666666666666,0.6666666666666666,1.0,13230,64.1304347826087,23.0,3.0,6.0,17,0.3819354838709677,0.3535483870967742,5567.0,21,29.0,21.0,0.444,0.0,0.0,0.0,1.0,1.0,250.0,0.0,0.2645161290322581,0.3809523809523809
650.0,132474.0,13.0,0.0,1.0,11552,604.8333333333334,6.0,1.0,0.0,21,0.4330218068535825,0.2206645898234683,3913.0,21,57.0,21.0,0.4860853432282003,0.0,0.0,0.0,0.0,36.0,539.0,0.0,0.3463136033229491,0.9504950495049505
649.0,106254.0,8.5,0.5,1.0,3381,58.63636363636363,110.0,2.0,2.0,22,0.4563318777292576,0.3410480349344978,4091.0,22,200.0,21.0,0.3176567656765676,1.0,0.0,1.0,1.0,2.0,1212.0,0.0714285714285714,0.2026200873362445,0.6236559139784946
648.0,96017.0,5.333333333333333,0.6666666666666666,1.0,11489,41.54545454545455,55.0,3.0,0.0,23,0.4941319303925536,0.1683528935653581,698.0,23,31.0,20.0,0.4703087885985748,0.0,0.0,0.0,0.0,120.0,421.0,0.0,0.3375151760420882,0.6229508196721312
648.0,327588.0,9.0,0.0,1.0,889,58.63636363636363,110.0,1.0,0.0,23,0.4563318777292576,0.3410480349344978,1063.0,23,200.0,13.0,0.3176567656765676,0.0,0.0,2.0,0.0,2.0,1212.0,0.3333333333333333,0.2026200873362445,0.6236559139784946
646.0,118340.0,14.0,0.0,1.0,107,201.2,5.0,1.0,0.0,1,0.4443359375,0.478515625,857.0,1,0.0,21.0,0.7608695652173914,0.0,0.0,0.0,0.0,565.0,46.0,0.0,0.0771484375,1.0
636.0,4000.0,2.3846153846153846,0.9743589743589745,2.0,3472,75.73684210526316,57.0,39.0,6.0,10,0.3751917598071444,0.358974358974359,3032.0,11,45.0,22.0,0.3057228915662651,0.0,0.0,1.0,3.0,51.0,1328.0,0.0114942528735632,0.2658338812184966,0.7866666666666666
636.0,758456.0,4.0,0.0,1.0,8612,92.0,4.0,1.0,0.0,18,0.4853333333333333,0.024,31.0,11,8.0,13.0,0.2,0.0,0.0,0.0,0.0,135.0,105.0,0.0,0.4906666666666666,1.0
636.0,16632.0,3.5384615384615383,0.8461538461538461,2.0,6424,75.73684210526316,57.0,13.0,0.0,9,0.3751917598071444,0.358974358974359,530.0,10,45.0,0.0,0.3057228915662651,0.0,1.0,1.0,0.0,51.0,1328.0,0.0232558139534883,0.2658338812184966,0.7866666666666666
636.0,170590.0,11.0,0.0,1.0,3271,162.06451612903226,31.0,1.0,0.0,12,0.4579014366248409,0.1740316421167485,640.0,11,147.0,22.0,0.3900069396252602,0.0,0.0,0.0,0.0,12.0,1441.0,0.0,0.3680669212584106,0.8959276018099548
635.0,73288.0,3.1666666666666665,0.8333333333333334,1.0,4455,41.54545454545455,55.0,6.0,0.0,12,0.4941319303925536,0.1683528935653581,154.0,12,31.0,13.0,0.4703087885985748,0.0,0.0,0.0,0.0,120.0,421.0,0.0,0.3375151760420882,0.6229508196721312
634.0,527651.0,5.0,0.0,1.0,13825,201.2,5.0,1.0,0.0,13,0.4443359375,0.478515625,112.0,13,0.0,15.0,0.7608695652173914,0.0,0.0,0.0,0.0,565.0,46.0,0.0,0.0771484375,1.0
47.0,8623.0,4.375,0.875,3.0,3464,55.611111111111114,18.0,16.0,5.0,0,0.3944444444444444,0.1907407407407407,364.0,0,9.0,14.0,0.3215434083601286,1.0,0.5,6.0,1.0,47.0,311.0,0.1,0.4148148148148148,0.7678571428571429
633.0,106254.0,5.666666666666667,0.6666666666666666,1.0,11279,99.5909090909091,22.0,3.0,2.0,14,0.4359730412805391,0.2792754844144903,4652.0,14,108.0,21.0,0.4723404255319149,0.0,0.0,1.0,1.0,2.0,470.0,0.0714285714285714,0.2847514743049705,0.7857142857142857
632.0,118340.0,16.0,0.0,1.0,10661,36.82608695652174,23.0,1.0,0.0,18,0.3793103448275862,0.3521421107628004,1638.0,15,15.0,21.0,0.174074074074074,0.0,0.0,2.0,0.0,14.0,270.0,0.1538461538461538,0.2685475444096133,0.5714285714285714
103.0,46235.0,4.0,0.7142857142857143,2.0,13971,99.5909090909091,22.0,7.0,7.0,15,0.4359730412805391,0.2792754844144903,482.0,15,108.0,15.0,0.4723404255319149,0.7142857142857143,0.0,1.0,1.0,2.0,470.0,0.0416666666666666,0.2847514743049705,0.7857142857142857
632.0,1163594.0,4.0,0.0,1.0,9516,36.82608695652174,23.0,1.0,0.0,14,0.3793103448275862,0.3521421107628004,2595.0,15,15.0,21.0,0.174074074074074,0.0,0.0,1.0,0.0,14.0,270.0,0.5,0.2685475444096133,0.5714285714285714
632.0,149866.0,14.0,0.0,1.0,4264,36.82608695652174,23.0,1.0,0.0,19,0.3793103448275862,0.3521421107628004,1234.0,15,15.0,13.0,0.174074074074074,0.0,0.0,2.0,0.0,14.0,270.0,0.1818181818181818,0.2685475444096133,0.5714285714285714
631.0,2068424.0,3.0,0.0,1.0,9516,36.82608695652174,23.0,1.0,0.0,16,0.3793103448275862,0.3521421107628004,2595.0,16,15.0,21.0,0.174074074074074,0.0,0.0,1.0,0.0,14.0,270.0,1.0,0.2685475444096133,0.5714285714285714
631.0,196508.0,11.0,0.0,1.0,1968,71.8,5.0,1.0,0.0,16,0.3456464379947229,0.1978891820580474,1213.0,16,0.0,20.0,0.0,0.0,0.0,1.0,0.0,573.0,0.0,0.1111111111111111,0.4564643799472295,0.6153846153846154
629.0,1163594.0,4.0,0.0,1.0,12228,54.9,10.0,1.0,0.0,17,0.4577464788732394,0.4014084507042254,38.0,18,0.0,8.0,0.4615384615384615,0.0,0.0,1.0,0.0,76.0,130.0,0.5,0.1408450704225352,0.0
629.0,170590.0,6.0,0.5,1.0,11610,54.9,10.0,2.0,0.0,18,0.4577464788732394,0.4014084507042254,62.0,18,0.0,12.0,0.4615384615384615,0.0,0.0,1.0,0.0,76.0,130.0,0.1,0.1408450704225352,0.0
131.0,7874.0,8.2,0.7,7.0,1504,36.82608695652174,23.0,10.0,18.0,20,0.3793103448275862,0.3521421107628004,283.0,12,15.0,12.0,0.174074074074074,0.2222222222222222,0.4,12.0,0.0,14.0,270.0,0.1904761904761904,0.2685475444096133,0.5714285714285714
627.0,38005.0,6.0,0.8,1.0,2610,71.8,5.0,5.0,6.0,18,0.3456464379947229,0.1978891820580474,653.0,20,0.0,23.0,0.0,0.3333333333333333,0.0,1.0,1.0,573.0,0.0,0.037037037037037,0.4564643799472295,0.6153846153846154
625.0,0.0,1.0,0.0,1.0,13280,50.72222222222222,36.0,1.0,0.0,0,0.5083459787556904,0.2959028831562974,603.0,22,28.0,22.0,0.6689895470383276,0.0,0.0,0.0,0.0,34.0,287.0,0.0,0.1957511380880121,0.875
625.0,79874.0,2.7142857142857144,0.8571428571428571,1.0,5623,160.66666666666666,3.0,7.0,0.0,19,0.2371134020618556,0.3134020618556701,805.0,22,4.0,15.0,0.2514124293785311,0.0,1.0,1.0,0.0,84.0,354.0,0.0588235294117647,0.4494845360824742,0.0
624.0,132474.0,15.0,0.0,1.0,7021,73.4,35.0,1.0,0.0,23,0.7287958115183246,0.1075043630017452,366.0,23,45.0,23.0,0.2132435465768799,0.0,0.0,1.0,1.0,37.0,891.0,0.0833333333333333,0.1636998254799302,0.7454545454545455
624.0,228538.0,11.0,0.0,1.0,7021,73.4,35.0,1.0,0.0,23,0.7287958115183246,0.1075043630017452,366.0,23,45.0,23.0,0.2132435465768799,0.0,0.0,1.0,1.0,37.0,891.0,0.125,0.1636998254799302,0.7454545454545455
